Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mcsp,branch-ueq1,branch-rtul,Randomise questionnaire elements?,Question Key,Response
4,1651247063211,29/04/2022 15:44:23,1651247063237,5.5,29/04/2022 21:14:23,85779,6,questionnaire-mfi8,,21587359,w4veysa0,6381442,,complete,rjslqt,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1280x720,1280x601,,Quality Control Questions Ban,3,"YES=right arrow,",Passed,Passed,No,END QUESTIONNAIRE,22403
1,1651245602975,29/04/2022 15:20:02,1651245597199,5.5,29/04/2022 20:49:57,85779,6,questionnaire-mfi8,,21586978,mz8i7r41,6381286,,complete,gzmhxm,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1280x720,1280x577,,Quality Control Questions Ban,3,"YES=right arrow,",Passed,Passed,No,BEGIN QUESTIONNAIRE,
2,1651245607772,29/04/2022 15:20:07,1651245602035,5.5,29/04/2022 20:50:02,85779,6,questionnaire-mfi8,,21586978,mz8i7r41,6381286,,complete,gzmhxm,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1280x720,1280x577,,Quality Control Questions Ban,3,"YES=right arrow,",Passed,Passed,No,antonyms,অভিশাপ/সাহসী/শত্রু
3,1651245608079,29/04/2022 15:20:08,1651245602037,5.5,29/04/2022 20:50:02,85779,6,questionnaire-mfi8,,21586978,mz8i7r41,6381286,,complete,gzmhxm,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1280x720,1280x577,,Quality Control Questions Ban,3,"YES=right arrow,",Passed,Passed,No,antonyms-quantised,3
4,1651245608079,29/04/2022 15:20:08,1651245602038,5.5,29/04/2022 20:50:02,85779,6,questionnaire-mfi8,,21586978,mz8i7r41,6381286,,complete,gzmhxm,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1280x720,1280x577,,Quality Control Questions Ban,3,"YES=right arrow,",Passed,Passed,No,END QUESTIONNAIRE,4839
1,1651239263732,29/04/2022 13:34:23,1651239262035,5.5,29/04/2022 19:04:22,85779,6,questionnaire-mfi8,,21585064,xfv1p39q,6380640,,complete,rketnr,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1536x864,1536x722,,Quality Control Questions Ban,3,"YES=left arrow,",Passed,Passed,No,BEGIN QUESTIONNAIRE,
2,1651239273191,29/04/2022 13:34:33,1651239271530,5.5,29/04/2022 19:04:31,85779,6,questionnaire-mfi8,,21585064,xfv1p39q,6380640,,complete,rketnr,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1536x864,1536x722,,Quality Control Questions Ban,3,"YES=left arrow,",Passed,Passed,No,antonyms,অভিশাপ/সাহসী/শত্রু
3,1651239273395,29/04/2022 13:34:33,1651239271531,5.5,29/04/2022 19:04:31,85779,6,questionnaire-mfi8,,21585064,xfv1p39q,6380640,,complete,rketnr,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1536x864,1536x722,,Quality Control Questions Ban,3,"YES=left arrow,",Passed,Passed,No,antonyms-quantised,3
4,1651239273395,29/04/2022 13:34:33,1651239271531,5.5,29/04/2022 19:04:31,85779,6,questionnaire-mfi8,,21585064,xfv1p39q,6380640,,complete,rketnr,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1536x864,1536x722,,Quality Control Questions Ban,3,"YES=left arrow,",Passed,Passed,No,END QUESTIONNAIRE,9496
1,1651229667750,29/04/2022 10:54:27,1651229667364,5.5,29/04/2022 16:24:27,85779,6,questionnaire-mfi8,,21582469,4ayk2unx,6379730,,complete,utcwtx,,computer,Desktop or Laptop,Windows 7,Chrome 100.0.4896.127,1366x768,1366x657,,Quality Control Questions Ban,3,"YES=right arrow,",Passed,Passed,No,BEGIN QUESTIONNAIRE,
2,1651229680213,29/04/2022 10:54:40,1651229679534,5.5,29/04/2022 16:24:39,85779,6,questionnaire-mfi8,,21582469,4ayk2unx,6379730,,complete,utcwtx,,computer,Desktop or Laptop,Windows 7,Chrome 100.0.4896.127,1366x768,1366x657,,Quality Control Questions Ban,3,"YES=right arrow,",Passed,Passed,No,antonyms,অভিশাপ/সাহসী/শত্রু
3,1651229680455,29/04/2022 10:54:40,1651229679540,5.5,29/04/2022 16:24:39,85779,6,questionnaire-mfi8,,21582469,4ayk2unx,6379730,,complete,utcwtx,,computer,Desktop or Laptop,Windows 7,Chrome 100.0.4896.127,1366x768,1366x657,,Quality Control Questions Ban,3,"YES=right arrow,",Passed,Passed,No,antonyms-quantised,3
4,1651229680455,29/04/2022 10:54:40,1651229679540,5.5,29/04/2022 16:24:39,85779,6,questionnaire-mfi8,,21582469,4ayk2unx,6379730,,complete,utcwtx,,computer,Desktop or Laptop,Windows 7,Chrome 100.0.4896.127,1366x768,1366x657,,Quality Control Questions Ban,3,"YES=right arrow,",Passed,Passed,No,END QUESTIONNAIRE,12177
1,1651169023411,28/04/2022 18:03:43,1651169023490,5.5,28/04/2022 23:33:43,85779,6,questionnaire-mfi8,,21572794,vjlaqurv,6376871,,complete,bidlay,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1536x864,1536x746,,Quality Control Questions Ban,3,"YES=left arrow,",Passed,Passed,No,BEGIN QUESTIONNAIRE,
2,1651169037030,28/04/2022 18:03:57,1651169036613,5.5,28/04/2022 23:33:56,85779,6,questionnaire-mfi8,,21572794,vjlaqurv,6376871,,complete,bidlay,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1536x864,1536x746,,Quality Control Questions Ban,3,"YES=left arrow,",Passed,Passed,No,antonyms,অভিশাপ/সাহসী/শত্রু
3,1651169037356,28/04/2022 18:03:57,1651169036616,5.5,28/04/2022 23:33:56,85779,6,questionnaire-mfi8,,21572794,vjlaqurv,6376871,,complete,bidlay,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1536x864,1536x746,,Quality Control Questions Ban,3,"YES=left arrow,",Passed,Passed,No,antonyms-quantised,3
4,1651169037356,28/04/2022 18:03:57,1651169036617,5.5,28/04/2022 23:33:56,85779,6,questionnaire-mfi8,,21572794,vjlaqurv,6376871,,complete,bidlay,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1536x864,1536x746,,Quality Control Questions Ban,3,"YES=left arrow,",Passed,Passed,No,END QUESTIONNAIRE,13128
1,1651162020786,28/04/2022 16:07:00,1651162021327,5.5,28/04/2022 21:37:01,85779,6,questionnaire-mfi8,,21570822,9gwbl9xs,6376262,,complete,alnyuo,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1188x668,1189x531,,Quality Control Questions Ban,3,"YES=left arrow,",Passed,Passed,No,BEGIN QUESTIONNAIRE,
2,1651162054332,28/04/2022 16:07:34,1651162054494,5.5,28/04/2022 21:37:34,85779,6,questionnaire-mfi8,,21570822,9gwbl9xs,6376262,,complete,alnyuo,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1188x668,1189x531,,Quality Control Questions Ban,3,"YES=left arrow,",Passed,Passed,No,antonyms,অভিশাপ/সাহসী/শত্রু
3,1651162054561,28/04/2022 16:07:34,1651162054497,5.5,28/04/2022 21:37:34,85779,6,questionnaire-mfi8,,21570822,9gwbl9xs,6376262,,complete,alnyuo,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1188x668,1189x531,,Quality Control Questions Ban,3,"YES=left arrow,",Passed,Passed,No,antonyms-quantised,3
4,1651162054561,28/04/2022 16:07:34,1651162054498,5.5,28/04/2022 21:37:34,85779,6,questionnaire-mfi8,,21570822,9gwbl9xs,6376262,,complete,alnyuo,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1188x668,1189x531,,Quality Control Questions Ban,3,"YES=left arrow,",Passed,Passed,No,END QUESTIONNAIRE,33171
1,1650824491292,24/04/2022 18:21:31,1650824491980,5.5,24/04/2022 23:51:31,85779,6,questionnaire-mfi8,,21471260,29ul1k1i,6349170,,complete,dbfnqe,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.88,1366x768,1366x625,,Quality Control Questions Ban,3,"YES=right arrow,",Passed,Passed,No,BEGIN QUESTIONNAIRE,
2,1650824502746,24/04/2022 18:21:42,1650824503505,5.5,24/04/2022 23:51:43,85779,6,questionnaire-mfi8,,21471260,29ul1k1i,6349170,,complete,dbfnqe,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.88,1366x768,1366x625,,Quality Control Questions Ban,3,"YES=right arrow,",Passed,Passed,No,antonyms,অভিশাপ/সাহসী/শত্রু
3,1650824502986,24/04/2022 18:21:42,1650824503506,5.5,24/04/2022 23:51:43,85779,6,questionnaire-mfi8,,21471260,29ul1k1i,6349170,,complete,dbfnqe,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.88,1366x768,1366x625,,Quality Control Questions Ban,3,"YES=right arrow,",Passed,Passed,No,antonyms-quantised,3
4,1650824502986,24/04/2022 18:21:42,1650824503507,5.5,24/04/2022 23:51:43,85779,6,questionnaire-mfi8,,21471260,29ul1k1i,6349170,,complete,dbfnqe,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.88,1366x768,1366x625,,Quality Control Questions Ban,3,"YES=right arrow,",Passed,Passed,No,END QUESTIONNAIRE,11527
1,1650812943123,24/04/2022 15:09:03,1650812942650,5.5,24/04/2022 20:39:02,85779,6,questionnaire-mfi8,,21469078,zl7a6z8g,6348692,,complete,gouvcq,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1536x722,,Quality Control Questions Ban,3,"YES=left arrow,",Passed,Passed,No,BEGIN QUESTIONNAIRE,
2,1650812982752,24/04/2022 15:09:42,1650812982008,5.5,24/04/2022 20:39:42,85779,6,questionnaire-mfi8,,21469078,zl7a6z8g,6348692,,complete,gouvcq,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1536x722,,Quality Control Questions Ban,3,"YES=left arrow,",Passed,Passed,No,antonyms,অভিশাপ/সাহসী/শত্রু
3,1650812982952,24/04/2022 15:09:42,1650812982010,5.5,24/04/2022 20:39:42,85779,6,questionnaire-mfi8,,21469078,zl7a6z8g,6348692,,complete,gouvcq,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1536x722,,Quality Control Questions Ban,3,"YES=left arrow,",Passed,Passed,No,antonyms-quantised,3
4,1650812982952,24/04/2022 15:09:42,1650812982010,5.5,24/04/2022 20:39:42,85779,6,questionnaire-mfi8,,21469078,zl7a6z8g,6348692,,complete,gouvcq,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1536x722,,Quality Control Questions Ban,3,"YES=left arrow,",Passed,Passed,No,END QUESTIONNAIRE,39360
END OF FILE
