Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mcsp,branch-ueq1,branch-rtul,Randomise questionnaire elements?,Question Key,Response
2,1651252980496,29/04/2022 17:23:00,1651252980544,5.5,29/04/2022 22:53:00,85779,6,questionnaire-99dv,,21588373,w4veysa0,6381442,,complete,rjslqt,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1280x720,1263x601,,debriefing _lexical decision_BAN,4,"YES=right arrow,",Passed,Passed,No,comment,
3,1651252980827,29/04/2022 17:23:00,1651252980546,5.5,29/04/2022 22:53:00,85779,6,questionnaire-99dv,,21588373,w4veysa0,6381442,,complete,rjslqt,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1280x720,1263x601,,debriefing _lexical decision_BAN,4,"YES=right arrow,",Passed,Passed,No,END QUESTIONNAIRE,1467225
1,1651243202101,29/04/2022 14:40:02,1651243202130,5.5,29/04/2022 20:10:02,85779,6,questionnaire-99dv,,21586114,g32u8hap,6380909,,complete,miqzxa,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1366x768,1366x657,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,BEGIN QUESTIONNAIRE,
2,1651243327260,29/04/2022 14:42:07,1651243327343,5.5,29/04/2022 20:12:07,85779,6,questionnaire-99dv,,21586114,g32u8hap,6380909,,complete,miqzxa,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1366x768,1349x657,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,comment,"প্রতিটা শব্দের ক্ষেত্রে আরেকটু বেশি সময় পেলে ভালো হতো। অথবা, নির্দিষ্ট কিছু সংখ্যক শব্দের পর একটু বিরতি। চোখ ধাঁধিয়ে কয়েকটা ভুল হয়েছে। 
"
3,1651243327527,29/04/2022 14:42:07,1651243327344,5.5,29/04/2022 20:12:07,85779,6,questionnaire-99dv,,21586114,g32u8hap,6380909,,complete,miqzxa,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1366x768,1349x657,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,END QUESTIONNAIRE,125214
1,1651240020639,29/04/2022 13:47:00,1651240018940,5.5,29/04/2022 19:16:58,85779,6,questionnaire-99dv,,21585257,xfv1p39q,6380640,,complete,rketnr,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1536x864,1536x722,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,BEGIN QUESTIONNAIRE,
2,1651240119059,29/04/2022 13:48:39,1651240117415,5.5,29/04/2022 19:18:37,85779,6,questionnaire-99dv,,21585257,xfv1p39q,6380640,,complete,rketnr,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1536x864,1519x722,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,comment,
3,1651240119263,29/04/2022 13:48:39,1651240117416,5.5,29/04/2022 19:18:37,85779,6,questionnaire-99dv,,21585257,xfv1p39q,6380640,,complete,rketnr,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1536x864,1519x722,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,END QUESTIONNAIRE,98476
1,1651230299182,29/04/2022 11:04:59,1651230281432,5.5,29/04/2022 16:34:41,85779,6,questionnaire-99dv,,21582675,jtadkwra,6379708,,complete,hdhhir,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1366x768,1366x625,,debriefing _lexical decision_BAN,4,"YES=right arrow,",Passed,Passed,No,BEGIN QUESTIONNAIRE,
2,1651230329113,29/04/2022 11:05:29,1651230310776,5.5,29/04/2022 16:35:10,85779,6,questionnaire-99dv,,21582675,jtadkwra,6379708,,complete,hdhhir,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1366x768,1349x625,,debriefing _lexical decision_BAN,4,"YES=right arrow,",Passed,Passed,No,comment,
3,1651230329572,29/04/2022 11:05:29,1651230310778,5.5,29/04/2022 16:35:10,85779,6,questionnaire-99dv,,21582675,jtadkwra,6379708,,complete,hdhhir,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1366x768,1349x625,,debriefing _lexical decision_BAN,4,"YES=right arrow,",Passed,Passed,No,END QUESTIONNAIRE,29346
1,1651225757117,29/04/2022 09:49:17,1651225753933,5.5,29/04/2022 15:19:13,85779,6,questionnaire-99dv,,21581355,mb7idu80,6379225,,complete,desxyh,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1280x720,1280x601,,debriefing _lexical decision_BAN,4,"YES=right arrow,",Passed,Passed,No,BEGIN QUESTIONNAIRE,
